품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,사업자번호,품목영문명,보험코드,표준코드
201004221,시암핀정(에스암로디핀베실산염),19720011,에이치엘비제약(주),분할선이 새겨진 엷은 황색의 하트 모양의 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200114,CT,분할선,기타,노랑,,,-,6.2,6.3,3.1,20101006,2140.0,혈압강하제,전문의약품,20100628,나정,,,,,,,,2088125623,,,"8806473023803,8806473023810,8806473023827"
201004222,카이로핀정(에스암로디핀베실산염2.5수화물),19610006,대화제약(주),분할선이 새겨진 엷은 황색의 하트 모양의 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900051,마크,분할선,기타,노랑,,,-,6.2,6.0,3.1,20100720,2140.0,혈압강하제,전문의약품,20100628,나정,"dHP,dP,d-P,cHP",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180,,r0388,,20230724.0,1338122322,Kairopine Tab.,645603890,"8806456038909,8806456038916,8806456038923"
201006491,판토록정40밀리그램(판토프라졸나트륨세스키히드레이트),20160806,한국다케다제약(주),한면에 P40이 인쇄된 황색의 장용성 제피를 한 타원형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHeM,P40,,타원형,노랑,,,,11.80,6.10,3.80,20041222,2320.0,소화성궤양용제,전문의약품,20101026,장용성필름코팅정,,,,,,,20240216.0,1068668073,PANTOLOC TAB. 40mg(Pantoprazole sodium sesquihydate),696300060,"8806700016400,8806963000604,8806963000611,8806963000628"
201006492,판토록정20밀리그램(판토프라졸나트륨세스키히드레이트),20160806,한국다케다제약(주),한면에 P20이 인쇄된 황색의 장용성 제피를 한 타원형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHee,P20,,타원형,노랑,,,,8.95,4.70,3.20,20041222,2320.0,소화성궤양용제,전문의약품,20101026,장용성필름코팅정,,,,,,,20240216.0,1068668073,PANTOLOC TAB. 20mg(Pantoprazole sodium sesquihydate),696300050,"8806700016509,8806963000505,8806963000512,8806963000529"
201006511,클로피도정(클로피도그렐황산수소염),19610006,대화제약(주),분홍색의 원형 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900063,75,마크,원형,분홍,,,,8.5,8.5,4.0,20101216,2180.0,동맥경화용제,전문의약품,20101028,필름코팅정,,"dHP,dP,d-P,cHP",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180,,r0388,20230309.0,1338122322,Clopido Tab.,645603940,"8806456039401,8806456039418,8806456039425,8806456039432,8806456039449,8806456039456,8806456039463,8806456039470"
201103627,미그펜400연질캡슐(이부프로펜),19840009,(주)알피바이오,[내수용] 무색 내지 엷은 청색의 액상 내용물이 든 청색의 투명한 타원형 연질캡슐[수출용] 무색 내지 엷은 청색의 액상 내용물이 든 청색의 투명한 장방형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OM2GQpPV3t,RPMGF,,타원형,"파랑, 투명",,,,16.2,10.2,10.2,20130523,1140.0,해열.진통.소염제,일반의약품,20110531,"연질캡슐제, 액상",,,,,,,20251010.0,3048511124,Migfen 400 Soft Cap.,,"8806616035700,8806616035717"
201103762,바로디핀정10밀리그램(암로디핀베실산염),19620001,신풍제약(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500094,VD분할선10,마크,팔각형,하양,,-,,11.6,8.4,4.0,20110909,2140.0,혈압강하제,전문의약품,20110609,나정,,"SP,5P,dS,d5",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,,r0053,20240830.0,1348103819,Barodipine Tab. 10mg,648506570,"8806485065709,8806485065716,8806485065723,8806485065730"
201103935,유영덱시부프로펜연질캡슐,19600016,(주)유영제약,무색 내지 연한 청록색의 투명한 내용물이 든 연청록색의 투명한 장방형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200024,YDBFS,,장방형,"청록, 투명",,,,20,8.7,8.7,20110704,1140.0,해열.진통.소염제,일반의약품,20110623,"연질캡슐제, 액상",,,,,,,,3018109728,,,"8806482034708,8806482034715"
201101493,록스펜씨알정(록소프로펜나트륨),19620001,신풍제약(주),연한 노란색의 원형 장용성 유핵정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcmLI,LCR,,원형,노랑,,,,7.7,7.7,4.8,20120229,1140.0,해열.진통.소염제,전문의약품,20110318,서방성필름코팅정,,,,,,,20240904.0,1348103819,Loxfen CR Tab.,648506510,"8806485065105,8806485065112,8806485065129,8806485065136,8806485065143,8806485065150"
201101856,에스졸캡슐20밀리그램(에스오메프라졸),19700002,진양제약(주),흰색 내지 연한 황갈색 과립을 함유하는 상부 노란색 하부 흰색의 경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000010,20 ESZ,,장방형,노랑,하양,,,17.60,6.07,6.35,20110513,2320.0,소화성궤양용제,전문의약품,20110331,"경질캡슐제, 장용성과립제",,,,,,,,2148110673,,,"8806503027801,8806503027818"
201101857,에소프라졸캡슐20밀리그램(에스오메프라졸),19760002,경동제약(주),흰색 내지 연한 황갈색 과립을 함유하는 상하부 불투명한 보라색의 경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000013,경동 E20,,장방형,남색,남색,,,17.6,6.3,6.3,20110418,2320.0,소화성궤양용제,전문의약품,20110331,"경질캡슐제, 장용성과립제",,,,,,,20240327.0,1248135518,Esoprazole Cap. 20mg,648103070,"8806481030701,8806481030718"
201101858,넥사졸캡슐20밀리그램(에스오메프라졸),19720016,(주)엘지화학,"흰색 내지 연한 황갈색 과립을 함유하는 상부, 하부 농황색의 경질캡슐제",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732689962500103,LG ESM20,,장방형,노랑,노랑,,,17.53,6.04,6.04,20110525,2320.0,소화성궤양용제,전문의약품,20110331,"경질캡슐제, 과립제",,,,,,,,1078198139,,,"8806689019607,8806689019614"
201102120,리드펜캡슐(덱시부프로펜),19660002,명문제약(주),청록색 혹은 엷은 청록색의 액체가 충전된 청록색의 띠로 접착시킨 상하부 청록색의 투명한 경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515500006,MM DB300,,장방형,"초록, 투명","초록, 투명",,,21.4,7.33,7.64,20110425,1140.0,해열.진통.소염제,일반의약품,20110411,젤라틴코팅성경질캡슐제,,,,,,,,1248135615,,,"8806498052604,8806498052611"
201102749,서클베인장용정75밀리그램(아스피린),20090756,일양바이오팜(주),흰색의 원형 장용성 필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CKMQ,ASP75,,원형,하양,,,,6.9,6.9,4.6,20110613,2190.0,기타의 순환계용약,일반의약품,20110429,장용성필름코팅정,,,,,,,,3048122322,Circlevein Enteric Coated Tab 75mg,,"8806966008805,8806966008812,8806966008829,8806966008836,8806966008843"
201103324,노마로크정5밀리그램(암로디핀베실산염),19580012,하나제약(주),흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732685268700118,HN분할선B5,,팔각형,하양,,-,,8.6,6.2,3.2,20110613,2140.0,혈압강하제,전문의약품,20110520,나정,,,,,,,20240830.0,1248137632,Normaloc Tab. 5mg,657804700,"8806578047001,8806578047018,8806578047025,8806578047032"
201103366,한솔이부프로펜연질캡슐,19890010,한솔신약(주),무색 내지 엷은 청색의 액상 내용물이 든 청색의 투명한 타원형 연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900023,HIBFS,,타원형,"청록, 투명",,,,15,8,8,20120125,1140.0,해열.진통.소염제,일반의약품,20110523,"연질캡슐제, 액상",,,,,,,20251010.0,3038114421,Hansol Ibuprofen Soft Capsule,,"8806458034800,8806458034817"
201106784,베실로핀정10밀리그램(암로디핀베실산염),19640013,(주)티디에스팜,흰색의 팔각형 정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426570506500035,A10,TD,팔각형,하양,,,,11.5,8.2,4,20111214,2140.0,혈압강하제,전문의약품,20110920,나정,,,,,,,,3038134897,,,"8806798013107,8806798013114,8806798013121"
